employeeId;LT020001;LT020022;LT020024;LT020021;LT020008;LT020023;LT020019;LT020018;LT020004;LT020009;LT000003;LT020089;LT020025;LT020026;Sum
LT00104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00104;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00114;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00135;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00187;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00203;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00226;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00229;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00252;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00257;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00263;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00275;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00277;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00380;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00394;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00398;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00405;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00421;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00470;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00471;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00501;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00507;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00615;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00772;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00877;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01630;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01703;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01832;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01901;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02039;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02297;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02865;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02976;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03036;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03295;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03721;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00106;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00108;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00112;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00116;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00153;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00155;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00168;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00258;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00269;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00300;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00379;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00381;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00515;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00636;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00647;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00732;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00805;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01463;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01627;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01710;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01882;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01952;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02303;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02482;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02909;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02984;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03022;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03048;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03128;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03253;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03254;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03339;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03375;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03416;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03424;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03704;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00031;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00102;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00160;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00267;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00338;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00386;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00392;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00419;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00424;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00431;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00436;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00480;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00509;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00523;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00524;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00526;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00664;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00726;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00752;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00753;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00820;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01023;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01730;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01833;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02269;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02350;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03014;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03015;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03162;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03388;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03409;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03473;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03519;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03548;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03561;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03562;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03586;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03587;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03703;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03706;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00097;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00234;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00319;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00456;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00519;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00632;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00733;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00799;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01210;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01301;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01359;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01477;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02049;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02296;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02519;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02530;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02778;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02879;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03255;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03391;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03448;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03481;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03482;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03504;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03650;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00026;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00026;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00045;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT00045;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT00143;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00143;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00161;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00161;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00286;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00286;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00306;0;0;0;8;0;0;0;0;0;0;0;0;0;0;"LT00306;0;0;0;8;0;0;0;0;0;0;0;0;0;0"
LT00310;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00310;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00390;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00390;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00848;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT00848;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT01279;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT01279;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT01362;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT01362;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT01727;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT01727;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT01763;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01763;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT02738;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT02738;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT02740;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT02740;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT02882;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT02882;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03017;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT03017;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT03250;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT03250;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT03251;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT03251;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT00040;0;0;0;11;0;0;0;0;0;0;0;0;0;0;"LT00040;0;0;0;11;0;0;0;0;0;0;0;0;0;0"
LT03284;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT03284;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT03285;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT03285;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00016;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00016;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00022;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT00022;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT00025;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00025;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00047;0;0;0;11;0;0;0;0;0;0;0;0;0;0;"LT00047;0;0;0;11;0;0;0;0;0;0;0;0;0;0"
LT00103;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT00103;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT00224;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00224;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00225;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00225;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00401;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00401;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00449;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00449;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00465;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00465;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00831;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00831;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00849;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"LT00849;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
LT01706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01706;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01721;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT01722;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01723;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01723;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT01760;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01760;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT01940;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT01940;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT02008;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT02008;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT02406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02406;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT02513;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT02513;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT02515;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT02515;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT02725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT02725;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03026;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03026;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03059;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT03059;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT03325;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT03325;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT03338;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"LT03338;0;0;0;4;0;0;0;0;0;0;0;0;0;0"
LT03376;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT03376;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
LT03752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03752;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03754;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT03754;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT03805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03805;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT03830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT03830;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT00008;0;0;0;5;0;0;0;0;0;0;0;0;0;0;"LT00008;0;0;0;5;0;0;0;0;0;0;0;0;0;0"
LT00021;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT00021;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT00030;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00030;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00049;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00049;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00051;0;0;0;7;0;0;0;0;0;0;0;0;0;0;"LT00051;0;0;0;7;0;0;0;0;0;0;0;0;0;0"
LT00157;0;0;0;9;0;0;0;0;0;0;0;0;0;0;"LT00157;0;0;0;9;0;0;0;0;0;0;0;0;0;0"
LT00173;0;0;0;11;0;0;0;0;0;0;0;0;0;0;"LT00173;0;0;0;11;0;0;0;0;0;0;0;0;0;0"
LT00200;0;0;0;11;0;0;0;0;0;0;0;0;0;0;"LT00200;0;0;0;11;0;0;0;0;0;0;0;0;0;0"
LT00246;0;0;0;12;0;0;0;0;0;0;0;0;0;0;"LT00246;0;0;0;12;0;0;0;0;0;0;0;0;0;0"
LT00290;0;0;0;6;0;0;0;0;0;0;0;0;0;0;"LT00290;0;0;0;6;0;0;0;0;0;0;0;0;0;0"
LT00448;0;0;0;10;0;0;0;0;0;0;0;0;0;0;"LT00448;0;0;0;10;0;0;0;0;0;0;0;0;0;0"
LT00778;0;0;0;3;0;0;0;0;0;0;0;0;0;0;"LT00778;0;0;0;3;0;0;0;0;0;0;0;0;0;0"
LT00857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"LT00857;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
LT01400;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"LT01400;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
